© 2000-2019 QIAGEN. All rights reserved.

Analysis Details for My Projects->AIH_Random_Forest->randomforest_471genes_seed9_stdev0.5 - 2019-03-13 08:41 AM
Workspace	My Projects
Project	AIH_Random_Forest
Analysis	randomforest_471genes_seed9_stdev0.5 - 2019-03-13 08:41 AM
Date	Wed Mar 13 08:41:31 PDT 2019
Analysis ID	17549519

Analysis Settings
Cutoff before duplicate resolution	true
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	No
Optional Analyses	My Pathways My List
Filter Summary	
Consider only relationships where
confidence = Experimentally Observed

Canonical Pathways for My Projects->AIH_Random_Forest->randomforest_471genes_seed9_stdev0.5 - 2019-03-13 08:41 AM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Ubiquinol-10 Biosynthesis (Eukaryotic)	5E-01	NaN	5.56E-02	CYP46A1,	
Valine Degradation I	5E-01	NaN	5.56E-02	BCAT2,	
Bladder Cancer Signaling	5.04E-01	NaN	3.19E-02	RRAS2,RASSF1,RRAS	
CCR5 Signaling in Macrophages	5.04E-01	NaN	3.19E-02	CALM1 (includes others),MAPK8,FCER1G	
IL-7 Signaling Pathway	5.12E-01	NaN	3.23E-02	AKT3,STAT1,ATM	
FGF Signaling	5.2E-01	NaN	3.26E-02	AKT3,ATM,MAPK8	
D-myo-inositol (1,4,5)-trisphosphate Degradation	5.21E-01	NaN	5.88E-02	INPP5E,	
eNOS Signaling	5.25E-01	NaN	2.87E-02	AKT3,CALM1 (includes others),ITPR3,LPAR5,ATM	
Th17 Activation Pathway	5.29E-01	NaN	3.30E-02	NFATC2,FCER1G,RORC	
Wnt/β-catenin Signaling	5.36E-01	NaN	2.91E-02	AKT3,KREMEN1,AXIN1,PPP2R3B,DVL2	
Amyloid Processing	5.4E-01	NaN	3.92E-02	AKT3,CAPN10	
Mismatch Repair in Eukaryotes	5.43E-01	NaN	6.25E-02	POLD1,	
Macropinocytosis Signaling	5.46E-01	NaN	3.37E-02	RRAS2,ATM,RRAS	
Assembly of RNA Polymerase II Complex	5.52E-01	NaN	4.00E-02	POLR2J2/POLR2J3,GTF2H5	
Antiproliferative Role of Somatostatin Receptor 2	5.64E-01	NaN	3.45E-02	RRAS2,ATM,RRAS	
Histidine Degradation VI	5.66E-01	NaN	6.67E-02	CYP46A1,	
Growth Hormone Signaling	5.73E-01	NaN	3.49E-02	STAT1,SOCS4,ATM	
Calcium Signaling	5.82E-01	NaN	2.91E-02	GRIN3B,ATP2A3,CALM1 (includes others),NFATC2,ITPR3,TPM2	
IL-9 Signaling	5.9E-01	NaN	4.26E-02	STAT1,ATM	
Triacylglycerol Biosynthesis	5.9E-01	NaN	4.26E-02	LPCAT2,ELOVL6	
Colanic Acid Building Blocks Biosynthesis	5.92E-01	NaN	7.14E-02	GMPPB,	
DNA Double-Strand Break Repair by Homologous Recombination	5.92E-01	NaN	7.14E-02	ATM,	
DNA Double-Strand Break Repair by Non-Homologous End Joining	5.92E-01	NaN	7.14E-02	ATM,	
Isoleucine Degradation I	5.92E-01	NaN	7.14E-02	BCAT2,	
PTEN Signaling	5.92E-01	NaN	3.25E-02	BMPR1A,AKT3,RRAS2,RRAS	
Role of Oct4 in Mammalian Embryonic Stem Cell Pluripotency	6.03E-01	NaN	4.35E-02	FBXO15,RXRB	
Paxillin Signaling	6.08E-01	NaN	3.31E-02	RRAS2,ATM,MAPK8,RRAS	
Assembly of RNA Polymerase III Complex	6.2E-01	NaN	7.69E-02	GTF3C1,	
Choline Biosynthesis III	6.2E-01	NaN	7.69E-02	NAPEPLD,	
Leukotriene Biosynthesis	6.2E-01	NaN	7.69E-02	MGST3,	
Urate Biosynthesis/Inosine 5'-phosphate Degradation	6.2E-01	NaN	7.69E-02	NT5E,	
CD40 Signaling	6.21E-01	NaN	3.70E-02	ATM,MAPK8,NFKBID	
Cyclins and Cell Cycle Regulation	6.21E-01	NaN	3.70E-02	E2F6,ATM,PPP2R3B	
Stearate Biosynthesis I (Animals)	6.31E-01	NaN	4.55E-02	BDH2,ELOVL6	
Apelin Adipocyte Signaling Pathway	6.31E-01	NaN	3.75E-02	MAPK8,CYBB,MGST3	
Role of BRCA1 in DNA Damage Response	6.31E-01	NaN	3.75E-02	E2F6,STAT1,ATM	
Role of PI3K/AKT Signaling in the Pathogenesis of Influenza	6.31E-01	NaN	3.75E-02	AKT3,ATM,NFKBID	
Regulation of the Epithelial-Mesenchymal Transition Pathway	6.37E-01	NaN	3.05E-02	AKT3,RRAS2,ATM,AXIN1,DVL2,RRAS	
Type II Diabetes Mellitus Signaling	6.5E-01	NaN	3.23E-02	AKT3,SOCS4,ATM,MAPK8,NFKBID	
BER pathway	6.5E-01	NaN	8.33E-02	OGG1,	
Guanosine Nucleotides Degradation III	6.5E-01	NaN	8.33E-02	NT5E,	
Hematopoiesis from Multipotent Stem Cells	6.5E-01	NaN	8.33E-02	IL15,	
Pregnenolone Biosynthesis	6.5E-01	NaN	8.33E-02	CYP46A1,	
Hereditary Breast Cancer Signaling	6.72E-01	NaN	3.29E-02	AKT3,RRAS2,ATM,POLR2J2/POLR2J3,RRAS	
Th2 Pathway	6.72E-01	NaN	3.29E-02	HLA-A,CD28,NFATC2,ATM,IL2RB	
nNOS Signaling in Skeletal Muscle Cells	6.76E-01	NaN	4.88E-02	CALM1 (includes others),SNTA1	
Actin Cytoskeleton Signaling	6.78E-01	NaN	3.03E-02	RRAS2,ARHGEF1,ATM,MATK,RRAS,CFL2,MPRIP	
Ovarian Cancer Signaling	6.8E-01	NaN	3.31E-02	AKT3,RRAS2,ATM,AXIN1,RRAS	
Protein Ubiquitination Pathway	6.83E-01	NaN	2.95E-02	UBE2S,DNAJC21,ANAPC2,HLA-A,USP9Y,UBE2L6,USP8,HLA-C	
Purine Nucleotides De Novo Biosynthesis II	6.84E-01	NaN	9.09E-02	PFAS,	
VEGF Signaling	6.94E-01	NaN	3.60E-02	AKT3,RRAS2,ATM,RRAS	
Epithelial Adherens Junction Signaling	6.96E-01	NaN	3.36E-02	CTNNA1,AKT3,RRAS2,YES1,RRAS	
Th1 and Th2 Activation Pathway	7.04E-01	NaN	3.21E-02	HLA-A,CD28,NFATC2,STAT1,ATM,IL2RB	
Insulin Receptor Signaling	7.12E-01	NaN	3.40E-02	AKT3,RRAS2,ATM,MAPK8,RRAS	
Basal Cell Carcinoma Signaling	7.2E-01	NaN	4.17E-02	BMP8B,AXIN1,DVL2	
Calcium Transport I	7.21E-01	NaN	1.00E-01	ATP2A3,	
Ketogenesis	7.21E-01	NaN	1.00E-01	BDH2,	
Ketolysis	7.21E-01	NaN	1.00E-01	BDH2,	
Antigen Presentation Pathway	7.26E-01	NaN	5.26E-02	HLA-A,HLA-C	
Caveolar-mediated Endocytosis Signaling	7.32E-01	NaN	4.23E-02	HLA-A,COPB2,HLA-C	
Cell Cycle Regulation by BTG Family Proteins	7.44E-01	NaN	5.41E-02	E2F6,PPP2R3B	
Role of IL-17A in Arthritis	7.45E-01	NaN	4.29E-02	ATM,MAPK8,NFKBID	
CDK5 Signaling	7.52E-01	NaN	3.81E-02	RRAS2,PPP2R3B,MAPK8,RRAS	
Aryl Hydrocarbon Receptor Signaling	7.53E-01	NaN	3.52E-02	ATM,RXRB,MAPK8,TRIP11,MGST3	
Folate Transformations I	7.62E-01	NaN	1.11E-01	MTHFR,	
Leucine Degradation I	7.62E-01	NaN	1.11E-01	BCAT2,	
Phosphatidylethanolamine Biosynthesis II	7.62E-01	NaN	1.11E-01	ETNK1,	
Sucrose Degradation V (Mammalian)	7.62E-01	NaN	1.11E-01	TKFC,	
Interferon Signaling	7.62E-01	NaN	5.56E-02	STAT1,IFITM3	
Ephrin Receptor Signaling	7.78E-01	NaN	3.39E-02	GRIN3B,AKT3,RRAS2,AXIN1,RRAS,CFL2	
Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	7.8E-01	NaN	3.60E-02	C1QC,ATM,C1QB,MAPK8,NLRC4	
Nucleotide Excision Repair Pathway	7.81E-01	NaN	5.71E-02	POLR2J2/POLR2J3,GTF2H5	
Cell Cycle: G1/S Checkpoint Regulation	7.84E-01	NaN	4.48E-02	E2F6,ATM,NRG1	
Acute Phase Response Signaling	7.86E-01	NaN	3.41E-02	AKT3,RRAS2,SOCS4,MAPK8,RRAS,NFKBID	
Mitotic Roles of Polo-Like Kinase	7.97E-01	NaN	4.55E-02	ANAPC2,PPP2R3B,ANAPC7	
Th1 Pathway	7.98E-01	NaN	3.65E-02	HLA-A,CD28,NFATC2,STAT1,ATM	
Huntington's Disease Signaling	7.99E-01	NaN	3.17E-02	PLCB1,UBE2S,AKT3,ATM,MAPK8,CAPN10,CYCS,POLR2J2/POLR2J3	
Inhibition of Angiogenesis by TSP1	8.01E-01	NaN	5.88E-02	AKT3,MAPK8	
Retinoate Biosynthesis I	8.01E-01	NaN	5.88E-02	DHRS3,RDH13	
Role of JAK2 in Hormone-like Cytokine Signaling	8.01E-01	NaN	5.88E-02	STAT1,SOCS4	
TR/RXR Activation	8.04E-01	NaN	4.00E-02	AKT3,ATM,THRA,RXRB	
Purine Ribonucleosides Degradation to Ribose-1-phosphate	8.09E-01	NaN	1.25E-01	ADAT3,	
Acute Myeloid Leukemia Signaling	8.15E-01	NaN	4.04E-02	AKT3,RRAS2,ATM,RRAS	
Estrogen Receptor Signaling	8.26E-01	NaN	3.73E-02	MED4,RRAS2,POLR2J2/POLR2J3,GTF2H5,RRAS	
GNRH Signaling	8.35E-01	NaN	3.53E-02	PLCB1,CALM1 (includes others),RRAS2,ITPR3,MAPK8,RRAS	
ATM Signaling	8.38E-01	NaN	4.12E-02	BRAT1,ATM,PPP2R3B,MAPK8	
Opioid Signaling Pathway	8.4E-01	NaN	3.25E-02	PLCB1,GRIN3B,AKT3,CALM1 (includes others),RRAS2,ITPR3,YES1,RRAS	
Activation of IRF by Cytosolic Pattern Recognition Receptors	8.4E-01	NaN	4.76E-02	STAT1,MAPK8,NFKBID	
Regulation of Cellular Mechanics by Calpain Protease	8.4E-01	NaN	4.76E-02	RRAS2,CAPN10,RRAS	
4-1BB Signaling in T Lymphocytes	8.43E-01	NaN	6.25E-02	MAPK8,NFKBID	
Sumoylation Pathway	8.5E-01	NaN	4.17E-02	RHOT2,RANBP2,MAPK8,RHOU	
Cdc42 Signaling	8.61E-01	NaN	3.59E-02	HLA-A,HLA-C,MAPK8,FCER1G,CFL2,MPRIP	
Adenine and Adenosine Salvage III	8.62E-01	NaN	1.43E-01	ADAT3,	
PI3K/AKT Signaling	8.75E-01	NaN	3.88E-02	AKT3,RRAS2,PPP2R3B,RRAS,NFKBID	
Endocannabinoid Developing Neuron Pathway	8.85E-01	NaN	3.91E-02	AKT3,RRAS2,ATM,MAPK8,RRAS	
Death Receptor Signaling	8.85E-01	NaN	4.30E-02	NAIP,MAPK8,CYCS,NFKBID	
Factors Promoting Cardiogenesis in Vertebrates	8.98E-01	NaN	4.35E-02	BMPR1A,BMP8B,AXIN1,SMAD9	
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	8.98E-01	NaN	4.35E-02	AKT3,NAPEPLD,FCGR1A,YES1	
D-myo-inositol-5-phosphate Metabolism	9.05E-01	NaN	3.70E-02	PLCB1,PIP4K2B,SACM1L,PLCH2,PLCE1,DUSP2	
NGF Signaling	9.16E-01	NaN	4.00E-02	AKT3,RRAS2,ATM,MAPK8,RRAS	
ILK Signaling	9.22E-01	NaN	3.55E-02	RHOT2,AKT3,ATM,PPP2R3B,MAPK8,RHOU,CFL2	
Renal Cell Carcinoma Signaling	9.23E-01	NaN	4.44E-02	AKT3,RRAS2,ATM,RRAS	
GDP-mannose Biosynthesis	9.25E-01	NaN	1.67E-01	GMPPB,	
Glycerol Degradation I	9.25E-01	NaN	1.67E-01	GK5,	
Glutamate Receptor Signaling	9.34E-01	NaN	5.26E-02	GRIN3B,CALM1 (includes others),SLC38A1	
Role of CHK Proteins in Cell Cycle Checkpoint Control	9.34E-01	NaN	5.26E-02	E2F6,ATM,PPP2R3B	
Regulation of Actin-based Motility by Rho	9.36E-01	NaN	4.49E-02	RHOT2,PIP4K2B,RHOU,MPRIP	
Glucocorticoid Receptor Signaling	9.47E-01	NaN	3.17E-02	AKT3,RRAS2,NFATC2,STAT1,FCGR1A,ATM,MAPK8,POLR2J2/POLR2J3,GTF2H5,RRAS,NFKBID	
HGF Signaling	9.6E-01	NaN	4.13E-02	AKT3,RRAS2,ATM,MAPK8,RRAS	
Estrogen-Dependent Breast Cancer Signaling	9.63E-01	NaN	4.60E-02	AKT3,RRAS2,ATM,RRAS	
FcγRIIB Signaling in B Lymphocytes	9.63E-01	NaN	4.60E-02	RRAS2,ATM,MAPK8,RRAS	
Allograft Rejection Signaling	9.76E-01	NaN	4.65E-02	HLA-A,CD28,HLA-C,FCER1G	
RAR Activation	9.82E-01	NaN	3.68E-02	DHRS3,AKT3,RXRB,RDH13,MAPK8,GTF2H5,SMAD9	
Docosahexaenoic Acid (DHA) Signaling	9.87E-01	NaN	5.56E-02	AKT3,ATM,CYCS	
HIPPO signaling	9.9E-01	NaN	4.71E-02	DLG1,RASSF1,PPP2R3B,DLG5	
Apelin Liver Signaling Pathway	9.92E-01	NaN	7.69E-02	COL5A3,MAPK8	
Virus Entry via Endocytic Pathways	9.94E-01	NaN	4.24E-02	HLA-A,RRAS2,ATM,HLA-C,RRAS	
Folate Polyglutamylation	9.99E-01	NaN	2.00E-01	FPGS,	
Neurotrophin/TRK Signaling	1E00	NaN	4.76E-02	RRAS2,ATM,MAPK8,RRAS	
CD27 Signaling in Lymphocytes	1.01E00	NaN	5.66E-02	MAPK8,CYCS,NFKBID	
Semaphorin Signaling in Neurons	1.01E00	NaN	5.66E-02	RHOT2,RHOU,CFL2	
Role of JAK family kinases in IL-6-type Cytokine Signaling	1.02E00	NaN	8.00E-02	STAT1,MAPK8	
Nitric Oxide Signaling in the Cardiovascular System	1.03E00	NaN	4.35E-02	ATP2A3,AKT3,CALM1 (includes others),ITPR3,ATM	
SPINK1 General Cancer Pathway	1.03E00	NaN	4.88E-02	AKT3,RRAS2,ATM,RRAS	
Sertoli Cell-Sertoli Cell Junction Signaling	1.05E00	NaN	3.83E-02	CTNNA1,AKT3,DLG1,RRAS2,AXIN1,MAPK8,RRAS	
Chronic Myeloid Leukemia Signaling	1.05E00	NaN	4.42E-02	E2F6,AKT3,RRAS2,ATM,RRAS	
Colorectal Cancer Metastasis Signaling	1.06E00	NaN	3.53E-02	RHOT2,AKT3,RRAS2,STAT1,ATM,AXIN1,MAPK8,RRAS,RHOU	
ErbB4 Signaling	1.06E00	NaN	5.00E-02	RRAS2,ATM,NRG1,RRAS	
IL-17A Signaling in Airway Cells	1.06E00	NaN	5.00E-02	AKT3,ATM,MAPK8,NFKBID	
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	1.07E00	NaN	4.46E-02	PLCB1,ITPR3,LPAR5,PLCH2,PLCE1	
Human Embryonic Stem Cell Pluripotency	1.08E00	NaN	4.14E-02	BMPR1A,BMP8B,AKT3,ATM,AXIN1,S1PR5	
UVC-Induced MAPK Signaling	1.08E00	NaN	6.12E-02	RRAS2,MAPK8,RRAS	
Acetate Conversion to Acetyl-CoA	1.09E00	NaN	2.50E-01	ACSS1,	
Spermine and Spermidine Degradation I	1.09E00	NaN	2.50E-01	SAT1,	
PAK Signaling	1.11E00	NaN	4.59E-02	RRAS2,ATM,MAPK8,RRAS,CFL2	
ErbB2-ErbB3 Signaling	1.11E00	NaN	5.19E-02	RRAS2,ATM,NRG1,RRAS	
nNOS Signaling in Neurons	1.13E00	NaN	6.38E-02	GRIN3B,CALM1 (includes others),CAPN10	
FAK Signaling	1.13E00	NaN	4.67E-02	AKT3,RRAS2,ATM,CAPN10,RRAS	
Agrin Interactions at Neuromuscular Junction	1.14E00	NaN	5.33E-02	RRAS2,NRG1,MAPK8,RRAS	
