© 2000-2019 QIAGEN. All rights reserved.

Analysis Details for My Projects->AIH_DESeq2_formanuscript_041119->AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM
Workspace	My Projects
Project	AIH_DESeq2_formanuscript_041119
Analysis	AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM
Date	Sat Dec 29 20:24:02 PST 2018
Analysis ID	17253753

Experimental Metadata
projectname	AIH
organism	Human
case.tissue	Peripheral Blood
control.tissue	Peripheral Blood

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	down regulated -0.6 and up regulated 0.6
Cutoff for Expression qvalue	0.05
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	No
Optional Analyses	My Pathways My List
Filter Summary	
Consider only relationships where
confidence = Experimentally Observed

Canonical Pathways for My Projects->AIH_DESeq2_formanuscript_041119->AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Dermatan Sulfate Biosynthesis	3.14E-01	NaN	1.69E-02	SULT1B1,	
Nur77 Signaling in T Lymphocytes	3.14E-01	NaN	1.69E-02	FCER1G,	
Corticotropin Releasing Hormone Signaling	3.23E-01	NaN	1.40E-02	CACNA1E,CACNA1C	
Chondroitin Sulfate Biosynthesis	3.25E-01	NaN	1.75E-02	SULT1B1,	
Role of CHK Proteins in Cell Cycle Checkpoint Control	3.25E-01	NaN	1.75E-02	E2F2,	
Unfolded protein response	3.3E-01	NaN	1.79E-02	CEBPD,	
P2Y Purigenic Receptor Signaling Pathway	3.33E-01	NaN	1.43E-02	RALB,IRS2	
p70S6K Signaling	3.33E-01	NaN	1.43E-02	RALB,IRS2	
CCR3 Signaling in Eosinophils	3.43E-01	NaN	1.46E-02	RALB,IRS2	
Androgen Signaling	3.47E-01	NaN	1.47E-02	CACNA1E,CACNA1C	
Adipogenesis pathway	3.54E-01	NaN	1.49E-02	CEBPD,KLF5	
CD28 Signaling in T Helper Cells	3.54E-01	NaN	1.49E-02	IRS2,FCER1G	
Estrogen Receptor Signaling	3.54E-01	NaN	1.49E-02	HIST1H3C,RALB	
Role of Tissue Factor in Cancer	3.62E-01	NaN	1.52E-02	RALB,IRS2	
TNFR1 Signaling	3.67E-01	NaN	2.00E-02	NAIP,	
Xenobiotic Metabolism Signaling	3.67E-01	NaN	1.34E-02	RALB,IRS2,SMOX,SULT1B1	
Renin-Angiotensin Signaling	3.69E-01	NaN	1.54E-02	RALB,IRS2	
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	3.69E-01	NaN	1.54E-02	RALB,IRS2	
Leukocyte Extravasation Signaling	3.71E-01	NaN	1.41E-02	IRS2,MMP9,MMP8	
Autoimmune Thyroid Disease Signaling	3.73E-01	NaN	2.04E-02	FCER1G,	
Cell Cycle: G2/M DNA Damage Checkpoint Regulation	3.73E-01	NaN	2.04E-02	GADD45A,	
Chondroitin Sulfate Biosynthesis (Late Stages)	3.73E-01	NaN	2.04E-02	SULT1B1,	
Hematopoiesis from Pluripotent Stem Cells	3.73E-01	NaN	2.04E-02	FCER1G,	
UVC-Induced MAPK Signaling	3.73E-01	NaN	2.04E-02	RALB,	
PI3K/AKT Signaling	3.73E-01	NaN	1.55E-02	RALB,FOXO3	
fMLP Signaling in Neutrophils	3.73E-01	NaN	1.55E-02	RALB,IRS2	
Thrombin Signaling	3.77E-01	NaN	1.42E-02	RALB,MYL4,IRS2	
Endocannabinoid Developing Neuron Pathway	3.77E-01	NaN	1.56E-02	RALB,IRS2	
Graft-versus-Host Disease Signaling	3.8E-01	NaN	2.08E-02	FCER1G,	
Apelin Endothelial Signaling Pathway	3.81E-01	NaN	1.57E-02	RALB,IRS2	
Clathrin-mediated Endocytosis Signaling	3.83E-01	NaN	1.44E-02	S100A8,IRS2,SERPINA1	
Sphingosine-1-phosphate Signaling	3.85E-01	NaN	1.59E-02	IRS2,CASP5	
Synaptic Long Term Potentiation	3.85E-01	NaN	1.59E-02	RALB,CACNA1C	
Gap Junction Signaling	3.86E-01	NaN	1.44E-02	TUBB2A,RALB,IRS2	
NGF Signaling	3.89E-01	NaN	1.60E-02	RALB,IRS2	
iCOS-iCOSL Signaling in T Helper Cells	3.89E-01	NaN	1.60E-02	IRS2,FCER1G	
Dermatan Sulfate Biosynthesis (Late Stages)	3.94E-01	NaN	2.17E-02	SULT1B1,	
FAT10 Cancer Signaling Pathway	3.94E-01	NaN	2.17E-02	ACVR2B,	
Role of Oct4 in Mammalian Embryonic Stem Cell Pluripotency	3.94E-01	NaN	2.17E-02	ETS2,	
Thyroid Cancer Signaling	3.94E-01	NaN	2.17E-02	RALB,	
Role of p14/p19ARF in Tumor Suppression	4.01E-01	NaN	2.22E-02	IRS2,	
Paxillin Signaling	4.06E-01	NaN	1.65E-02	RALB,IRS2	
Stearate Biosynthesis I (Animals)	4.09E-01	NaN	2.27E-02	ACSL1,	
Serotonin Receptor Signaling	4.16E-01	NaN	2.33E-02	SMOX,	
Thyroid Hormone Metabolism II (via Conjugation and/or Degradation)	4.16E-01	NaN	2.33E-02	SULT1B1,	
Virus Entry via Endocytic Pathways	4.2E-01	NaN	1.69E-02	RALB,IRS2	
ILK Signaling	4.23E-01	NaN	1.52E-02	MYL4,IRS2,MMP9	
Regulation of the Epithelial-Mesenchymal Transition Pathway	4.23E-01	NaN	1.52E-02	RALB,IRS2,MMP9	
T Cell Receptor Signaling	4.24E-01	NaN	1.71E-02	RALB,IRS2	
Intrinsic Prothrombin Activation Pathway	4.24E-01	NaN	2.38E-02	F5,	
MIF Regulation of Innate Immunity	4.24E-01	NaN	2.38E-02	TLR4,	
Role of PKR in Interferon Induction and Antiviral Response	4.33E-01	NaN	2.44E-02	FCGR1A,	
Mouse Embryonic Stem Cell Pluripotency	4.38E-01	NaN	1.75E-02	RALB,IRS2	
p53 Signaling	4.43E-01	NaN	1.77E-02	IRS2,GADD45A	
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	4.48E-01	NaN	1.79E-02	CACNA1E,CACNA1C	
Antioxidant Action of Vitamin C	4.63E-01	NaN	1.83E-02	TXN,PLBD1	
Cell Cycle Regulation by BTG Family Proteins	4.68E-01	NaN	2.70E-02	E2F2,	
Noradrenaline and Adrenaline Degradation	4.68E-01	NaN	2.70E-02	SMOX,	
FAK Signaling	4.74E-01	NaN	1.87E-02	RALB,IRS2	
Sertoli Cell-Sertoli Cell Junction Signaling	4.75E-01	NaN	1.64E-02	TUBB2A,A2M,RALB	
Melanocyte Development and Pigmentation Signaling	4.84E-01	NaN	1.90E-02	RALB,IRS2	
TWEAK Signaling	4.88E-01	NaN	2.86E-02	NAIP,	
Ethanol Degradation II	4.98E-01	NaN	2.94E-02	ACSL1,	
Inhibition of Angiogenesis by TSP1	4.98E-01	NaN	2.94E-02	MMP9,	
MIF-mediated Glucocorticoid Regulation	4.98E-01	NaN	2.94E-02	TLR4,	
CTLA4 Signaling in Cytotoxic T Lymphocytes	5.07E-01	NaN	1.98E-02	IRS2,FCER1G	
Ceramide Signaling	5.07E-01	NaN	1.98E-02	RALB,IRS2	
Circadian Rhythm Signaling	5.09E-01	NaN	3.03E-02	PER1,	
TR/RXR Activation	5.12E-01	NaN	2.00E-02	HP,IRS2	
Acute Myeloid Leukemia Signaling	5.18E-01	NaN	2.02E-02	RALB,IRS2	
Cytotoxic T Lymphocyte-mediated Apoptosis of Target Cells	5.2E-01	NaN	3.12E-02	FCER1G,	
Fatty Acid β-oxidation I	5.2E-01	NaN	3.12E-02	ACSL1,	
CXCR4 Signaling	5.21E-01	NaN	1.74E-02	RALB,MYL4,IRS2	
PDGF Signaling	5.24E-01	NaN	2.04E-02	RALB,IRS2	
Tec Kinase Signaling	5.25E-01	NaN	1.75E-02	TLR4,IRS2,FCER1G	
GNRH Signaling	5.29E-01	NaN	1.76E-02	RALB,CACNA1E,CACNA1C	
Glioblastoma Multiforme Signaling	5.29E-01	NaN	1.76E-02	RALB,IRS2,E2F2	
HER-2 Signaling in Breast Cancer	5.36E-01	NaN	2.08E-02	RALB,IRS2	
IL-4 Signaling	5.36E-01	NaN	2.08E-02	RALB,IRS2	
VEGF Family Ligand-Receptor Interactions	5.36E-01	NaN	2.08E-02	RALB,IRS2	
Protein Kinase A Signaling	5.4E-01	1.3416407864998738	1.50E-02	HIST1H3C,MYL4,DUSP1,PYGL,HIST1H1B,PTPRS	
GABA Receptor Signaling	5.42E-01	NaN	2.11E-02	CACNA1E,CACNA1C	
NF-κB Activation by Viruses	5.42E-01	NaN	2.11E-02	RALB,IRS2	
PEDF Signaling	5.42E-01	NaN	2.11E-02	RALB,IRS2	
TNFR2 Signaling	5.43E-01	NaN	3.33E-02	NAIP,	
Molecular Mechanisms of Cancer	5.55E-01	NaN	1.52E-02	RALB,NAIP,IRS2,CDKN2D,E2F2,TFDP1	
Death Receptor Signaling	5.55E-01	NaN	2.15E-02	NAIP,PARP9	
IL-17 Signaling	5.55E-01	NaN	2.15E-02	RALB,IRS2	
TGF-β Signaling	5.55E-01	NaN	2.15E-02	RALB,ACVR2B	
FLT3 Signaling in Hematopoietic Progenitor Cells	5.62E-01	NaN	2.17E-02	RALB,IRS2	
Dopamine-DARPP32 Feedback in cAMP Signaling	5.62E-01	NaN	1.84E-02	KCNJ2,CACNA1E,CACNA1C	
IL-1 Signaling	5.68E-01	NaN	2.20E-02	IL1R1,IRAK3	
IL-3 Signaling	5.75E-01	NaN	2.22E-02	RALB,IRS2	
Macropinocytosis Signaling	5.82E-01	NaN	2.25E-02	RALB,IRS2	
Actin Cytoskeleton Signaling	5.87E-01	1.0	1.73E-02	RALB,MYL4,IRS2,MATK	
Leptin Signaling in Obesity	5.89E-01	NaN	2.27E-02	IRS2,SOCS3	
Antiproliferative Role of Somatostatin Receptor 2	5.96E-01	NaN	2.30E-02	RALB,IRS2	
Estrogen-Dependent Breast Cancer Signaling	5.96E-01	NaN	2.30E-02	RALB,IRS2	
Small Cell Lung Cancer Signaling	5.96E-01	NaN	2.30E-02	IRS2,TFDP1	
Gluconeogenesis I	5.96E-01	NaN	3.85E-02	BPGM,	
Glycolysis I	5.96E-01	NaN	3.85E-02	BPGM,	
Lipid Antigen Presentation by CD1	5.96E-01	NaN	3.85E-02	FCER1G,	
Angiopoietin Signaling	6.03E-01	NaN	2.33E-02	RALB,IRS2	
cAMP-mediated signaling	6.04E-01	-1.0	1.76E-02	DUSP1,RGS2,PTGDR,HRH2	
Ethanol Degradation IV	6.11E-01	NaN	4.00E-02	ACSL1,	
Tryptophan Degradation III (Eukaryotic)	6.11E-01	NaN	4.00E-02	CA1,	
Tryptophan Degradation X (Mammalian, via Tryptamine)	6.11E-01	NaN	4.00E-02	SMOX,	
Hereditary Breast Cancer Signaling	6.17E-01	NaN	1.97E-02	RALB,IRS2,GADD45A	
GDNF Family Ligand-Receptor Interactions	6.18E-01	NaN	2.38E-02	RALB,IRS2	
IL-15 Signaling	6.18E-01	NaN	2.38E-02	RALB,IRS2	
Neurotrophin/TRK Signaling	6.18E-01	NaN	2.38E-02	RALB,IRS2	
IL-22 Signaling	6.26E-01	NaN	4.17E-02	SOCS3,	
Tumoricidal Function of Hepatic Natural Killer Cells	6.26E-01	NaN	4.17E-02	SRGN,	
AMPK Signaling	6.39E-01	NaN	1.83E-02	IRS2,PFKFB2,FOXO4,FOXO3	
CREB Signaling in Neurons	6.39E-01	NaN	1.83E-02	RALB,CACNA1E,IRS2,CACNA1C	
Differential Regulation of Cytokine Production in Intestinal Epithelial Cells by IL-17A and IL-17F	6.43E-01	NaN	4.35E-02	LCN2,	
Pyrimidine Deoxyribonucleotides De Novo Biosynthesis I	6.43E-01	NaN	4.35E-02	CMPK2,	
Role of Lipids/Lipid Rafts in the Pathogenesis of Influenza	6.43E-01	NaN	4.35E-02	RSAD2,	
Superpathway of D-myo-inositol (1,4,5)-trisphosphate Metabolism	6.43E-01	NaN	4.35E-02	ITPKC,	
ErbB4 Signaling	6.48E-01	NaN	2.50E-02	RALB,IRS2	
Role of BRCA1 in DNA Damage Response	6.48E-01	NaN	2.50E-02	E2F2,GADD45A	
Role of MAPK Signaling in the Pathogenesis of Influenza	6.56E-01	NaN	2.53E-02	RALB,PLBD1	
Polyamine Regulation in Colon Cancer	6.6E-01	NaN	4.55E-02	SAT1,	
Gα12/13 Signaling	6.68E-01	NaN	2.10E-02	RALB,MYL4,IRS2	
Breast Cancer Regulation by Stathmin1	6.71E-01	NaN	1.89E-02	TUBB2A,RALB,IRS2,E2F2	
ErbB2-ErbB3 Signaling	6.73E-01	NaN	2.60E-02	RALB,IRS2	
Myc Mediated Apoptosis Signaling	6.73E-01	NaN	2.60E-02	RALB,IRS2	
Oxidative Ethanol Degradation III	6.77E-01	NaN	4.76E-02	ACSL1,	
Cardiac β-adrenergic Signaling	6.86E-01	NaN	2.14E-02	CACNA1E,SLC8A1,CACNA1C	
14-3-3-mediated Signaling	6.92E-01	NaN	2.16E-02	TUBB2A,RALB,IRS2	
Adrenomedullin signaling pathway	6.96E-01	1.0	1.93E-02	RALB,IRS2,ADM,MATK	
Serotonin Degradation	6.98E-01	NaN	2.70E-02	SMOX,SULT1B1	
Iron homeostasis signaling pathway	7.04E-01	NaN	2.19E-02	HP,SLC25A37,CD163	
GADD45 Signaling	7.16E-01	NaN	5.26E-02	GADD45A,	
IL-2 Signaling	7.16E-01	NaN	2.78E-02	RALB,IRS2	
Thrombopoietin Signaling	7.16E-01	NaN	2.78E-02	RALB,IRS2	
GP6 Signaling Pathway	7.17E-01	NaN	2.22E-02	IRS2,FCER1G,COL6A2	
NRF2-mediated Oxidative Stress Response	7.21E-01	NaN	1.98E-02	RALB,FKBP5,IRS2,TXN	
CNTF Signaling	7.26E-01	NaN	2.82E-02	RALB,IRS2	
Endothelin-1 Signaling	7.37E-01	2.0	2.01E-02	RALB,IRS2,CASP5,PLBD1	
1D-myo-inositol Hexakisphosphate Biosynthesis II (Mammalian)	7.37E-01	NaN	5.56E-02	ITPKC,	
D-myo-inositol (1,3,4)-trisphosphate Biosynthesis	7.37E-01	NaN	5.56E-02	ITPKC,	
Valine Degradation I	7.37E-01	NaN	5.56E-02	BCAT1,	
Cellular Effects of Sildenafil (Viagra)	7.43E-01	NaN	2.29E-02	CACNA1E,MYL4,CACNA1C	
ERK5 Signaling	7.45E-01	NaN	2.90E-02	RALB,FOXO3	
UVB-Induced MAPK Signaling	7.54E-01	NaN	2.94E-02	HIST1H3C,IRS2	
Mitochondrial L-carnitine Shuttle Pathway	7.6E-01	NaN	5.88E-02	ACSL1,	
γ-linolenate Biosynthesis II (Animals)	7.6E-01	NaN	5.88E-02	ACSL1,	
B Cell Receptor Signaling	7.63E-01	2.0	2.06E-02	BCL6,RALB,IRS2,BCL2A1	
Fc Epsilon RI Signaling	7.7E-01	NaN	2.36E-02	RALB,IRS2,FCER1G	
Extrinsic Prothrombin Activation Pathway	7.84E-01	NaN	6.25E-02	F5,	
Glutaryl-CoA Degradation	7.84E-01	NaN	6.25E-02	CA1,	
Vitamin-C Transport	7.84E-01	NaN	6.25E-02	TXN,	
Netrin Signaling	7.85E-01	NaN	3.08E-02	CACNA1E,CACNA1C	
Rac Signaling	7.92E-01	NaN	2.42E-02	RALB,IRS2,MCF2L	
PTEN Signaling	7.99E-01	NaN	2.44E-02	RALB,FOXO4,FOXO3	
Activation of IRF by Cytosolic Pattern Recognition Receptors	8.06E-01	NaN	3.17E-02	ISG15,IFIT2	
Melanoma Signaling	8.06E-01	NaN	3.17E-02	RALB,IRS2	
Synaptic Long Term Depression	8.09E-01	1.0	2.15E-02	RALB,CACNA1E,CACNA1C,PLBD1	
Superpathway of Citrulline Metabolism	8.09E-01	NaN	6.67E-02	ARG1,	
HGF Signaling	8.14E-01	NaN	2.48E-02	RALB,IRS2,ETS2	
G Beta Gamma Signaling	8.29E-01	NaN	2.52E-02	RALB,CACNA1E,CACNA1C	
Telomerase Signaling	8.29E-01	NaN	2.52E-02	RALB,IRS2,ETS2	
Isoleucine Degradation I	8.37E-01	NaN	7.14E-02	BCAT1,	
Phenylalanine Degradation IV (Mammalian, via Side Chain)	8.37E-01	NaN	7.14E-02	SMOX,	
Germ Cell-Sertoli Cell Junction Signaling	8.45E-01	NaN	2.22E-02	TUBB2A,A2M,RALB,IRS2	
Apelin Cardiomyocyte Signaling Pathway	8.6E-01	NaN	2.61E-02	MYL4,IRS2,SLC8A1	
Nitric Oxide Signaling in the Cardiovascular System	8.6E-01	NaN	2.61E-02	CACNA1E,IRS2,CACNA1C	
Fatty Acid Activation	8.67E-01	NaN	7.69E-02	ACSL1,	
Glycogen Degradation II	8.67E-01	NaN	7.69E-02	PYGL,	
Cardiac Hypertrophy Signaling	8.69E-01	1.3416407864998738	2.07E-02	RALB,MYL4,CACNA1E,IRS2,CACNA1C	
UVA-Induced MAPK Signaling	8.77E-01	NaN	2.65E-02	RALB,IRS2,PARP9	
Type I Diabetes Mellitus Signaling	8.93E-01	NaN	2.70E-02	IL1R1,SOCS3,FCER1G	
VEGF Signaling	8.93E-01	NaN	2.70E-02	RALB,IRS2,FOXO3	
Systemic Lupus Erythematosus Signaling	9.02E-01	NaN	2.12E-02	FCGR1B,RALB,IRS2,FCGR1A,FCER1G	
PAK Signaling	9.11E-01	NaN	2.75E-02	RALB,MYL4,IRS2	
Docosahexaenoic Acid (DHA) Signaling	9.14E-01	NaN	3.70E-02	IRS2,BCL2A1	
Gαs Signaling	9.28E-01	NaN	2.80E-02	RGS2,PTGDR,HRH2	
ErbB Signaling	9.37E-01	NaN	2.83E-02	TGFA,RALB,IRS2	
Role of NFAT in Cardiac Hypertrophy	9.59E-01	1.3416407864998738	2.21E-02	RALB,CACNA1E,IRS2,SLC8A1,CACNA1C	
Prostate Cancer Signaling	9.65E-01	NaN	2.91E-02	RALB,IRS2,TFDP1	
D-myo-inositol-5-phosphate Metabolism	9.65E-01	2.0	2.47E-02	ALPL,DUSP1,SOCS3,NUDT16	
Axonal Guidance Signaling	9.7E-01	NaN	1.81E-02	TUBB2A,RALB,IRS2,MYL4,MMP9,MMP8,ADAMTS10,ADAMTS2,KEL	
3-phosphoinositide Degradation	9.95E-01	2.0	2.53E-02	ALPL,DUSP1,SOCS3,NUDT16	
G-Protein Coupled Receptor Signaling	1.01E00	NaN	2.12E-02	RALB,IRS2,DUSP1,RGS2,PTGDR,HRH2	
IL-9 Signaling	1.01E00	NaN	4.26E-02	IRS2,SOCS3	
Citrulline Biosynthesis	1.02E00	NaN	1.11E-01	ARG1,	
Leucine Degradation I	1.02E00	NaN	1.11E-01	BCAT1,	
Salvage Pathways of Pyrimidine Ribonucleotides	1.02E00	NaN	3.09E-02	CDA,APOBEC3A,CMPK2	
Pyrimidine Ribonucleotides De Novo Biosynthesis	1.03E00	NaN	4.35E-02	NUDT16,CMPK2	
Apoptosis Signaling	1.03E00	NaN	3.12E-02	RALB,NAIP,BCL2A1	
Th2 Pathway	1.04E00	NaN	2.63E-02	IL1RL1,IRS2,SOCS3,ACVR2B	
LPS-stimulated MAPK Signaling	1.04E00	NaN	3.16E-02	TLR4,RALB,IRS2	
iNOS Signaling	1.05E00	NaN	4.44E-02	TLR4,IRAK3	
Ovarian Cancer Signaling	1.05E00	NaN	2.65E-02	RALB,IRS2,MMP9,TFDP1	
CCR5 Signaling in Macrophages	1.05E00	NaN	3.19E-02	CACNA1E,CACNA1C,FCER1G	
Pyrimidine Ribonucleotides Interconversion	1.06E00	NaN	4.55E-02	NUDT16,CMPK2	
Epithelial Adherens Junction Signaling	1.07E00	NaN	2.68E-02	TUBB2A,RALB,MYL4,ACVR2B	
Neuregulin Signaling	1.07E00	NaN	3.23E-02	TGFA,RALB,MATK	
α-Adrenergic Signaling	1.08E00	NaN	3.26E-02	RALB,PYGL,SLC8A1	
JAK/Stat Signaling	1.09E00	NaN	3.30E-02	RALB,IRS2,SOCS3	
Prolactin Signaling	1.09E00	NaN	3.30E-02	RALB,IRS2,SOCS3	
Calcium Signaling	1.09E00	NaN	2.43E-02	CACNA1E,MYL4,SLC8A1,CACNA1C,ASPH	
ERK/MAPK Signaling	1.09E00	1.3416407864998738	2.44E-02	HIST1H3C,RALB,IRS2,DUSP1,ETS2	
Renal Cell Carcinoma Signaling	1.1E00	NaN	3.33E-02	TGFA,RALB,IRS2	
D-myo-inositol (1,4,5,6)-Tetrakisphosphate Biosynthesis	1.11E00	2.0	2.78E-02	ALPL,DUSP1,SOCS3,NUDT16	
D-myo-inositol (3,4,5,6)-tetrakisphosphate Biosynthesis	1.11E00	2.0	2.78E-02	ALPL,DUSP1,SOCS3,NUDT16	
nNOS Signaling in Skeletal Muscle Cells	1.12E00	NaN	4.88E-02	CACNA1E,CACNA1C	
