© 2000-2019 QIAGEN. All rights reserved.

Analysis Details for My Projects->AIH_Random_Forest->randomforest_4389genes_seed7_stdev0.5 - 2019-03-12 05:18 PM
Workspace	My Projects
Project	AIH_Random_Forest
Analysis	randomforest_4389genes_seed7_stdev0.5 - 2019-03-12 05:18 PM
Date	Tue Mar 12 17:18:38 PDT 2019
Analysis ID	17546322

Analysis Settings
Cutoff before duplicate resolution	true
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	No
Optional Analyses	My Pathways My List
Filter Summary	
Consider only relationships where
confidence = Experimentally Observed

Canonical Pathways for My Projects->AIH_Random_Forest->randomforest_4389genes_seed7_stdev0.5 - 2019-03-12 05:18 PM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Inhibition of Angiogenesis by TSP1	-0E00	NaN	1.47E-01	AKT3,MAP2K4,MAPK13,MAPK8,AKT2	
Inhibition of Matrix Metalloproteases	-0E00	NaN	1.28E-01	A2M,MMP21,ADAM12,TIMP1,MMP17	
Intrinsic Prothrombin Activation Pathway	-0E00	NaN	4.76E-02	COL5A3,F5	
LPS/IL-1 Mediated Inhibition of RXR Function	-0E00	NaN	1.61E-01	MAP2K7,FABP6,IL4I1,CYP3A4,SCARB1,MGST2,ACSL1,IL1RN,ALDH1A1,ALDH3B1,CAT,ALDH1L2,CPT2,MAPK8,GSTP1,CYP2A6 (includes others),MGST3,HS3ST3B1,CHST2,SULT2B1,TNFRSF1B,GSTM3,ABCA1,ABCG1,MGST1,UST,NR1I3,GSTZ1,XPO1,MAP2K4,MAP3K1,IL18RAP,ACSL3,SLC27A3,CES2,SLC27A5	
LXR/RXR Activation	-0E00	NaN	1.65E-01	NCOR2,NFKB1,TNFRSF1B,HMGCR,IRF3,ABCA1,ABCG1,RXRB,RELA,NFKB2,LYZ,LDLR,IL1RN,SCD,IL18RAP,SERPINF2,SERPINA1,CYP51A1,NCOR1,ACACA	
Maturity Onset Diabetes of Young (MODY) Signaling	-0E00	NaN	1.43E-01	CACNA1E,CACNA1C,INSR	
Melatonin Degradation I	-0E00	NaN	1.23E-01	POR,CYP51A1,CYP3A4,CYP2S1,CYP2D6,EXT2,CYP2A6 (includes others),LARGE2	
Methylglyoxal Degradation III	-0E00	NaN	1.05E-01	AKR7A2,AKR1C3	
Mineralocorticoid Biosynthesis	-0E00	NaN	1.00E-01	CYP11B1,	
NAD Biosynthesis from 2-amino-3-carboxymuconate Semialdehyde	-0E00	NaN	1.43E-01	NADSYN1,	
NAD Salvage Pathway II	-0E00	NaN	1.92E-01	ACP6,ACP5,NT5C,NT5E,NT5C2	
NAD biosynthesis II (from tryptophan)	-0E00	NaN	1.33E-01	NADSYN1,KYNU	
Neuroprotective Role of THOP1 in Alzheimer's Disease	-0E00	NaN	1.83E-01	PRSS53,ENDOU,CREB1,IFNG,PRKAR2B,HTRA2,ST14,PRKAG2,CTSG,PRKACB,PRSS8,DPP4,PRTN3,HLA-A,GZMA,PRSS2,HLA-C,PRKAR1B,LONP1,PRKACA,GZMM,ECE2	
Nicotine Degradation II	-0E00	NaN	1.23E-01	POR,CYP51A1,CYP3A4,CYP2S1,CYP2D6,EXT2,CYP2A6 (includes others),LARGE2	
Nicotine Degradation III	-0E00	NaN	1.43E-01	POR,CYP51A1,CYP3A4,CYP2S1,CYP2D6,EXT2,CYP2A6 (includes others),LARGE2	
Noradrenaline and Adrenaline Degradation	-0E00	NaN	1.35E-01	ALDH1A1,ALDH3B1,ALDH1L2,IL4I1,ADHFE1	
OX40 Signaling Pathway	-0E00	NaN	1.56E-01	HLA-DPB1,NFKB1,TNFRSF4,HLA-DOB,FCER1G,NFKBID,TRAF5,RELA,NFKB2,HLA-A,MAP2K4,HLA-DRB5,HLA-C,MAPK8	
Pathogenesis of Multiple Sclerosis	-0E00	NaN	1.11E-01	CCR5,	
Phototransduction Pathway	-0E00	NaN	1.70E-01	PRKAR2B,GUCY2D,GUCA1B,PRKAR1B,CNGA1,PRKAG2,PRKACA,PRKACB,GNGT2	
Pregnenolone Biosynthesis	-0E00	NaN	1.67E-01	CYP26B1,CYP46A1	
Prostanoid Biosynthesis	-0E00	NaN	1.11E-01	PTGDS,	
Purine Ribonucleosides Degradation to Ribose-1-phosphate	-0E00	NaN	1.25E-01	ADAT3,	
Pyrimidine Deoxyribonucleotides De Novo Biosynthesis I	-0E00	NaN	1.74E-01	RRM2,NME3,AK5,NME6	
Pyruvate Fermentation to Lactate	-0E00	NaN	1.67E-01	LDHA,	
Regulation of Cellular Mechanics by Calpain Protease	-0E00	NaN	1.59E-01	KRAS,RRAS2,ITGA2,EZR,CNGA1,RAP2B,CAPN10,HRAS,ITGA5,RRAS	
Remodeling of Epithelial Adherens Junctions	-0E00	NaN	1.16E-01	CTNNA1,DNM1L,CBLL1,ACTG1,MAPRE1,ARPC5L,APC,TUBA3C/TUBA3D	
Retinoic acid Mediated Apoptosis Signaling	-0E00	NaN	1.94E-01	TIPARP,TNFRSF10A,PARP1,CFLAR,IFNG,RXRB,PARP9,PARP14,CYCS,TNKS,CASP8,TNFRSF10B	
Retinol Biosynthesis	-0E00	NaN	1.90E-01	DHRS3,AKR1C3,CEL,RDH14,RDH11,LIPE,CES2,RDH13	
Role of Cytokines in Mediating Communication between Immune Cells	-0E00	NaN	9.26E-02	IL15,IL1RN,IL32,IFNG,CXCL8	
Role of Hypercytokinemia/hyperchemokinemia in the Pathogenesis of Influenza	-0E00	NaN	1.16E-01	CCR5,IL15,IL1RN,IFNG,CXCL8	
Role of Lipids/Lipid Rafts in the Pathogenesis of Influenza	-0E00	NaN	4.35E-02	IFNG,	
SPINK1 Pancreatic Cancer Pathway	-0E00	NaN	8.33E-02	SMAD2,SMAD3,PRSS2,ELANE,CPQ	
Selenocysteine Biosynthesis II (Archaea and Eukaryotes)	-0E00	NaN	1.67E-01	SARS,	
Semaphorin Signaling in Neurons	-0E00	NaN	1.51E-01	RHOT2,LIMK2,CFL1,RHOQ,RHOF,RHOU,CFL2,RHOA	
Serotonin Degradation	-0E00	NaN	9.46E-02	ALDH1A1,ALDH3B1,ALDH1L2,IL4I1,ADHFE1,EXT2,LARGE2	
Serotonin Receptor Signaling	-0E00	NaN	1.16E-01	GCH1,HTR7,IL4I1,HTR6,PCBD1	
Sirtuin Signaling Pathway	-0E00	NaN	1.92E-01	NDUFA10,PRKAA1,TIMM23B,ATG9B,NDUFA8,TIMM17B,ATG3,XPA,TOMM20,ATG16L2,HSF1,ATG2A,ATG7,ATG101,TIMM44,MAPK6,CXCL8,NFKB2,ATP5MC1,GABARAPL1,SOD2,RPTOR,NDUFA11,DUSP6,PGAM4,VDAC1,TIMM17A,NDUFV3,NDUFA4L2,HIST1H1D,ATG4C,STK11,MAPK7,PGK1,ATG4B,UQCRFS1,NDUFV2,FOXO1,SIRT1,SIRT7,TUBA3C/TUBA3D,OGG1,NFKB1,SDHA,ABCA1,GABARAP,RELA,TRIM28,PARP1,NEDD4,NDUFA3,LDHA,EPAS1,NDUFB11,NDUFB1,NDUFB5	
Sucrose Degradation V (Mammalian)	-0E00	NaN	1.11E-01	TKFC,	
Superpathway of D-myo-inositol (1,4,5)-trisphosphate Metabolism	-0E00	NaN	1.74E-01	INPP1,ITPKB,INPP5E,IMPA2	
Superpathway of Melatonin Degradation	-0E00	NaN	1.29E-01	POR,IL4I1,CYP51A1,CYP3A4,CYP2S1,CYP2D6,EXT2,CYP2A6 (includes others),LARGE2	
Th17 Activation Pathway	-0E00	NaN	1.87E-01	IL21R,NFKB1,NFATC2,IFNG,IL12RB2,JAK1,FCER1G,TYK2,RORA,PTGER2,RELA,NFKB2,IRF4,NFAT5,IRAK2,RORC,IL12RB1	
Thyroid Hormone Metabolism II (via Conjugation and/or Degradation)	-0E00	NaN	6.98E-02	DIO1,EXT2,LARGE2	
Transcriptional Regulatory Network in Embryonic Stem Cells	-0E00	NaN	1.85E-01	REST,HIST1H4D,HIST1H4K,EOMES,MEIS1,TCF7L1,ZFHX3,TRIM24,HIST1H4I,HIST1H4B	
Triacylglycerol Degradation	-0E00	NaN	1.30E-01	PRDX6,DAGLA,CEL,AARS,LIPE,CES2,FAAH	
Tryptophan Degradation to 2-amino-3-carboxymuconate Semialdehyde	-0E00	NaN	1.25E-01	KYNU,	
Creatine-phosphate Biosynthesis	1.8E-01	NaN	2.00E-01	CKB,	
Galactose Degradation I (Leloir Pathway)	1.8E-01	NaN	2.00E-01	GALK2,	
Lysine Degradation II	1.8E-01	NaN	2.00E-01	AASS,	
Lysine Degradation V	1.8E-01	NaN	2.00E-01	PIPOX,	
Myo-inositol Biosynthesis	1.8E-01	NaN	2.00E-01	IMPA2,	
Tetrapyrrole Biosynthesis II	1.8E-01	NaN	2.00E-01	ALAS2,	
Trans, trans-farnesyl Diphosphate Biosynthesis	1.8E-01	NaN	2.00E-01	GGPS1,	
Trehalose Degradation II (Trehalase)	1.8E-01	NaN	2.00E-01	HK1,	
GDP-glucose Biosynthesis	2.17E-01	NaN	2.00E-01	PGM2L1,HK1	
Histidine Degradation VI	2.36E-01	NaN	2.00E-01	AMDHD1,CYP26B1,CYP46A1	
Glutathione Redox Reactions II	2.37E-01	NaN	2.50E-01	PDIA3,	
Glycerol-3-phosphate Shuttle	2.37E-01	NaN	2.50E-01	GPD2,	
Heme Degradation	2.37E-01	NaN	2.50E-01	BLVRA,	
L-cysteine Degradation I	2.37E-01	NaN	2.50E-01	GOT1,	
Melatonin Degradation II	2.37E-01	NaN	2.50E-01	IL4I1,	
Methylmalonyl Pathway	2.37E-01	NaN	2.50E-01	MCEE,	
Molybdenum Cofactor Biosynthesis	2.37E-01	NaN	2.50E-01	MOCS3,	
Pentose Phosphate Pathway (Oxidative Branch)	2.37E-01	NaN	2.50E-01	PGD,	
Thymine Degradation	2.37E-01	NaN	2.50E-01	DPYD,	
Uracil Degradation II (Reductive)	2.37E-01	NaN	2.50E-01	DPYD,	
α-tocopherol Degradation	2.37E-01	NaN	2.50E-01	CYP4F3,	
Cardiomyocyte Differentiation via BMP Receptors	2.49E-01	NaN	2.00E-01	BMPR1A,BMPR2,SMAD4,MEF2C	
Tryptophan Degradation III (Eukaryotic)	2.58E-01	NaN	2.00E-01	ACAT2,ACAT1,HACD2,EHHADH,KYNU	
Tryptophan Degradation X (Mammalian, via Tryptamine)	2.58E-01	NaN	2.00E-01	RDH14,ALDH1A1,ALDH3B1,ALDH1L2,IL4I1	
Leucine Degradation I	2.62E-01	NaN	2.22E-01	BCAT2,IVD	
Acetone Degradation I (to Methylglyoxal)	2.66E-01	NaN	2.00E-01	POR,CYP51A1,CYP3A4,CYP2S1,CYP2D6,CYP2A6 (includes others)	
Androgen Biosynthesis	2.75E-01	NaN	2.14E-01	AKR1C3,SRD5A1,CYP17A1	
DNA Double-Strand Break Repair by Homologous Recombination	2.75E-01	NaN	2.14E-01	RAD52,ATM,RPA1	
Purine Nucleotides Degradation II (Aerobic)	2.84E-01	NaN	2.11E-01	ADAT3,NT5C,NT5E,NT5C2	
Cysteine Biosynthesis III (mammalia)	2.9E-01	NaN	2.08E-01	EEF1AKMT2,EEF1AKMT3,MAT2A,PRMT1,AHCY	
Iron homeostasis signaling pathway	2.98E-01	NaN	1.97E-01	FTL,SLC11A2,TCIRG1,SMAD4,FXN,ATP6AP1,ATP6V0A2,BMP8B,ATP6V1F,ISCU,SMAD3,ATP6AP1L,LYRM4,SMAD2,JAK1,ATP6V1C1,BTRC,TYK2,CIAO2A,ALAS2,BMPR1A,BMPR2,HSPA9,EPAS1,TFR2,NUBP2,CIAO3	
Retinoate Biosynthesis I	3E-01	NaN	2.06E-01	DHRS3,AKR1C3,RDH14,RDH11,ALDH1A1,RDH13,RDH5	
Altered T Cell and B Cell Signaling in Rheumatoid Arthritis	3.1E-01	NaN	2.00E-01	TLR5,TNFSF13B,NFKB1,IL15,TLR7,IFNG,HLA-DOB,FCER1G,RELA,NFKB2,PRTN3,HLA-A,IL1RN,CD28,HLA-DRB5,TNFRSF13C,TLR10,CD86	
Histidine Degradation III	3.18E-01	NaN	2.50E-01	MTHFD1,AMDHD1	
Salvage Pathways of Pyrimidine Deoxyribonucleotides	3.18E-01	NaN	2.50E-01	TK1,TYMP	
Sphingomyelin Metabolism	3.18E-01	NaN	2.50E-01	SMPD3,SMPD1	
NAD Phosphorylation and Dephosphorylation	3.21E-01	NaN	2.31E-01	ACP6,ACP5,NADK2	
Oleate Biosynthesis II (Animals)	3.21E-01	NaN	2.31E-01	CYB5A,SCD,UFSP1	
Role of IL-17A in Psoriasis	3.21E-01	NaN	2.31E-01	S100A9,CXCL5,CXCL8	
Urate Biosynthesis/Inosine 5'-phosphate Degradation	3.21E-01	NaN	2.31E-01	NT5C,NT5E,NT5C2	
1,25-dihydroxyvitamin D3 Biosynthesis	3.21E-01	NaN	3.33E-01	POR,	
Aspartate Biosynthesis	3.21E-01	NaN	3.33E-01	GOT1,	
Biotin-carboxyl Carrier Protein Assembly	3.21E-01	NaN	3.33E-01	ACACA,	
D-glucuronate Degradation I	3.21E-01	NaN	3.33E-01	DCXR,	
Diphthamide Biosynthesis	3.21E-01	NaN	3.33E-01	EEF2,	
Glutamate Degradation II	3.21E-01	NaN	3.33E-01	GOT1,	
Glutathione Biosynthesis	3.21E-01	NaN	3.33E-01	GCLM,	
Hypusine Biosynthesis	3.21E-01	NaN	3.33E-01	DHPS,	
Inosine-5'-phosphate Biosynthesis II	3.21E-01	NaN	3.33E-01	PAICS,	
L-cysteine Degradation III	3.21E-01	NaN	3.33E-01	GOT1,	
L-serine Degradation	3.21E-01	NaN	3.33E-01	SRR,	
Methionine Salvage II (Mammalian)	3.21E-01	NaN	3.33E-01	MTR,	
NADH Repair	3.21E-01	NaN	3.33E-01	NAXE,	
Oxidized GTP and dGTP Detoxification	3.21E-01	NaN	3.33E-01	NUDT1,	
S-adenosyl-L-methionine Biosynthesis	3.21E-01	NaN	3.33E-01	MAT2A,	
S-methyl-5-thio-α-D-ribose 1-phosphate Degradation	3.21E-01	NaN	3.33E-01	MRI1,	
Tetrahydrobiopterin Biosynthesis I	3.21E-01	NaN	3.33E-01	GCH1,	
Tetrahydrobiopterin Biosynthesis II	3.21E-01	NaN	3.33E-01	GCH1,	
Thiosulfate Disproportionation III (Rhodanese)	3.21E-01	NaN	3.33E-01	MOCS3,	
Thyroid Hormone Metabolism I (via Deiodination)	3.21E-01	NaN	3.33E-01	DIO1,	
Thyronamine and Iodothyronamine Metabolism	3.21E-01	NaN	3.33E-01	DIO1,	
Ubiquinol-10 Biosynthesis (Eukaryotic)	3.23E-01	NaN	2.22E-01	COQ3,COQ2,CYP26B1,CYP46A1	
Putrescine Degradation III	3.26E-01	NaN	2.17E-01	ALDH1A1,ALDH3B1,ALDH1L2,IL4I1,SAT1	
Notch Signaling	3.32E-01	NaN	2.11E-01	DLL1,MFNG,DTX1,PSEN2,HEY1,DTX3,LFNG,NOTCH3	
Eicosanoid Signaling	3.43E-01	NaN	2.06E-01	PAFAH1B2,PLA2G10,LTA4H,FPR2,LTB4R2,PLA2G7,PLA2G6,PTGER2,PLA2G4C,AKR1C3,PTGDS,PLB1,PLBD1,PTGDR	
Complement System	3.63E-01	NaN	2.16E-01	C1QC,C2,MASP2,CD46,CR1,SERPING1,CFH,C1QA	
tRNA Splicing	3.64E-01	NaN	2.14E-01	PDE12,PDE7A,MPPE1,PDE3B,PDE3A,GDE1,PDE4B,TSEN34,TSEN15	
Glutathione-mediated Detoxification	3.64E-01	NaN	2.19E-01	GSTZ1,GSTM3,ANPEP,MGST2,GSTP1,MGST1,MGST3	
Methionine Degradation I (to Homocysteine)	3.66E-01	NaN	2.27E-01	EEF1AKMT2,EEF1AKMT3,MAT2A,PRMT1,AHCY	
Ephrin B Signaling	3.67E-01	NaN	2.08E-01	AXIN1,EPHB2,RAC2,EPHB1,GNAL,CFL2,VAV2,RHOA,CXCR4,GNAS,CFL1,GNG5,NCK2,GNG2,HRAS	
Dermatan Sulfate Degradation (Metazoa)	3.69E-01	NaN	2.35E-01	CEMIP2,IDUA,HYAL3,OGA	
Salvage Pathways of Pyrimidine Ribonucleotides	3.72E-01	NaN	2.06E-01	POMK,LIMK2,NME3,PRKAA1,MAP2K1,AKT2,MAP3K9,MAPK6,UCK2,BRAF,MAP2K4,PRPF4B,MAPK7,ADPGK,AK5,MAPK8,ARAF,PRKCH,PLK1,NME6	
Gαs Signaling	3.73E-01	NaN	2.06E-01	ADORA2A,CREB1,AVPR2,PRKAR2B,PRKAG2,MAP2K1,PRKACB,PTGER2,MC1R,RAPGEF3,ADORA2B,GNAS,GNG5,BRAF,CREB5,HTR7,HTR6,PRKAR1B,CNGA1,GNG2,PRKACA,PTGDR	
Guanosine Nucleotides Degradation III	3.75E-01	NaN	2.50E-01	NT5C,NT5E,NT5C2	
Gαi Signaling	3.76E-01	NaN	2.05E-01	GRM2,PRKAR2B,GABBR1,PRKAG2,FPR1,PRKACB,PRKAR1B,RAP2B,CCR4,S1PR1,KRAS,RRAS2,FPR2,SSTR3,SOS1,OPRL1,RALGDS,GNAS,GNG5,GNG2,ADRA2A,PRKACA,HRAS,RRAS,XCR1	
Acetyl-CoA Biosynthesis I (Pyruvate Dehydrogenase Complex)	3.89E-01	NaN	2.86E-01	DLD,DBT	
Phosphatidylcholine Biosynthesis I	3.89E-01	NaN	2.86E-01	PCYT1A,CHKA	
Superpathway of Serine and Glycine Biosynthesis I	3.89E-01	NaN	2.86E-01	SHMT2,SHMT1	
autophagy	3.92E-01	NaN	2.13E-01	VPS16,CTSG,ATG7,ATG9B,CTSW,ATG4C,ATG3,CTSL,VPS33B,ATG4B,WDFY3,PIK3C3,CTSZ	
PPAR Signaling	3.93E-01	NaN	2.08E-01	NCOR2,KRAS,NFKB1,RRAS2,TNFRSF1B,INSR,IKBKB,MAP2K1,SOS1,NFKBID,RELA,PDGFC,IKBKG,NFKB2,IL1RN,IL18RAP,TAB1,NCOR1,RAP2B,HRAS,RRAS	
Role of Oct4 in Mammalian Embryonic Stem Cell Pluripotency	3.94E-01	NaN	2.17E-01	REST,PARP1,ASH2L,RXRB,BMI1,TDRD7,AQR,MEF2A,CASP6,ETS2	
