© 2000-2019 QIAGEN. All rights reserved.

Analysis Details for My Projects->AIH_WGCNA->blue_genes_WGCNA_19_0301 - 2019-05-02 08:43 AM
Workspace	My Projects
Project	AIH_WGCNA
Analysis	blue_genes_WGCNA_19_0301 - 2019-05-02 08:43 AM
Date	Thu May 02 08:43:50 PDT 2019
Analysis ID	17760109

Analysis Settings
Cutoff before duplicate resolution	true
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	No
Optional Analyses	My Pathways My List
Filter Summary	
Consider only relationships where
confidence = Experimentally Observed

Canonical Pathways for My Projects->AIH_WGCNA->blue_genes_WGCNA_19_0301 - 2019-05-02 08:43 AM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Apelin Cardiomyocyte Signaling Pathway	-0E00	NaN	6.09E-02	PIK3C2A,TGFB1,PLCB2,FRS2,SLC9A1,PDIA3,MAPK8	
Apelin Endothelial Signaling Pathway	-0E00	NaN	6.15E-02	NFKB2,RPS6KB2,NFKB1,PIK3C2A,PLCB2,FRS2,MAPK8,MAP2K1	
Apelin Liver Signaling Pathway	-0E00	NaN	3.85E-02	MAPK8,	
Aryl Hydrocarbon Receptor Signaling	-0E00	NaN	6.29E-02	NFKB2,NFKB1,TGFB1,ALDH3B1,EP300,ALDH2,RXRA,MAPK8,NEDD8	
Atherosclerosis Signaling	-0E00	NaN	3.91E-02	NFKB2,NFKB1,TGFB1,PNPLA8,ITGB2	
Autoimmune Thyroid Disease Signaling	-0E00	NaN	2.04E-02	CD80,	
Axonal Guidance Signaling	-0E00	NaN	4.39E-02	ARHGEF11,PIK3C2A,PLCB2,CRKL,ITGA2,GNB1,MAP2K1,WASL,PRKACB,ADAMTS6,COPS5,ADAMTS5,FRS2,PDIA3,MYSM1,RASA1,EIF4E,PRKACA,NCK1,SHC1,PRKAR2A,MMP14	
B Cell Development	-0E00	NaN	2.78E-02	CD80,	
Basal Cell Carcinoma Signaling	-0E00	NaN	1.37E-02	DVL3,	
Bladder Cancer Signaling	-0E00	NaN	4.12E-02	FGF17,DAPK1,MAP2K1,MMP14	
CCR3 Signaling in Eosinophils	-0E00	NaN	3.57E-02	PIK3C2A,PLCB2,FRS2,GNB1,MAP2K1	
CCR5 Signaling in Macrophages	-0E00	NaN	4.26E-02	CCL3,CACNA2D4,GNB1,MAPK8	
CD28 Signaling in T Helper Cells	-0E00	NaN	5.97E-02	NFKB2,NFKB1,PIK3C2A,CSK,FRS2,CD80,MAPK8,MAP2K1	
CNTF Signaling	-0E00	NaN	6.76E-02	RPS6KB2,PIK3C2A,FRS2,JAK1,MAP2K1	
CXCR4 Signaling	-0E00	NaN	4.37E-02	ARHGEF11,PIK3C2A,PLCB2,FRS2,GNB1,MAPK8,MAP2K1,ELK1	
Calcium-induced T Lymphocyte Apoptosis	-0E00	NaN	1.52E-02	EP300,	
Cancer Drug Resistance By Drug Efflux	-0E00	NaN	3.45E-02	NFKB1,MAP2K1	
Cardiac Hypertrophy Signaling	-0E00	NaN	6.69E-02	MAP3K7,ATF2,PIK3C2A,TGFB1,PLCB2,EP300,GNB1,MAP2K1,PRKACB,ELK1,FRS2,CREBBP,PDIA3,EIF4E,MAPK8,PRKACA,PRKAR2A	
Cardiac Hypertrophy Signaling (Enhanced)	-0E00	NaN	6.43E-02	ATF2,AKAP13,PIK3C2A,TGFB1,PLCB2,ITGA2,GNB1,TNFSF9,TNFSF8,MAP2K1,PRKACB,ELK1,IL2RG,FRS2,TSC2,PDE6B,MAPK8,DVL3,EIF4EBP1,PRKAR2A,RPS6KB2,FICD,MAP3K7,NFKB1,TNFRSF1B,EP300,HDAC7,NFKB2,FGF17,PDIA3,EIF4E,PRKACA	
Cdc42 Signaling	-0E00	NaN	4.79E-02	ATF2,ITGA2,EXOC5,RASA1,MAPK8,WASL,EXOC3,HLA-DQB2	
Chemokine Signaling	-0E00	NaN	3.75E-02	PLCB2,MAPK8,MAP2K1	
Cholecystokinin/Gastrin-mediated Signaling	-0E00	NaN	5.04E-02	ATF2,PLCB2,MAPK8,MAP2K1,ELK1,SHC1	
Choline Biosynthesis III	-0E00	NaN	6.67E-02	PLD2,	
Chondroitin Sulfate Biosynthesis	-0E00	NaN	1.75E-02	CHST2,	
Chondroitin Sulfate Biosynthesis (Late Stages)	-0E00	NaN	2.04E-02	CHST2,	
Chondroitin Sulfate Degradation (Metazoa)	-0E00	NaN	6.25E-02	ARSB,	
Clathrin-mediated Endocytosis Signaling	-0E00	NaN	6.25E-02	SH3KBP1,AP1S1,PIK3C2A,ACTA2,ITGB2,AP1S2,WASL,FGF17,ACTG1,ACTB,FRS2,PIP5K1C,ARF6	
Coagulation System	-0E00	NaN	2.86E-02	SERPINF2,	
Colorectal Cancer Metastasis Signaling	-0E00	NaN	5.62E-02	NFKB1,PIK3C2A,TGFB1,SMAD2,GNB1,JAK1,MAP2K1,PRKACB,NFKB2,APPL1,FRS2,MAPK8,PRKACA,PRKAR2A,MMP14	
Communication between Innate and Adaptive Immune Cells	-0E00	NaN	2.08E-02	CCL3,CD80	
Complement System	-0E00	NaN	5.41E-02	C3,ITGB2	
Corticotropin Releasing Hormone Signaling	-0E00	NaN	5.59E-02	ATF2,CACNA2D4,CREBBP,MAP2K1,PRKACA,PRKACB,ELK1,PRKAR2A	
Dermatan Sulfate Biosynthesis	-0E00	NaN	1.69E-02	CHST2,	
Dermatan Sulfate Biosynthesis (Late Stages)	-0E00	NaN	2.17E-02	CHST2,	
Differential Regulation of Cytokine Production in Intestinal Epithelial Cells by IL-17A and IL-17F	-0E00	NaN	4.35E-02	CCL3,	
Differential Regulation of Cytokine Production in Macrophages and T Helper Cells by IL-17A and IL-17F	-0E00	NaN	5.56E-02	CCL3,	
Docosahexaenoic Acid (DHA) Signaling	-0E00	NaN	5.56E-02	PIK3C2A,FRS2,APP	
Dopamine Degradation	-0E00	NaN	5.41E-02	ALDH3B1,ALDH2	
ERK5 Signaling	-0E00	NaN	5.56E-02	RPS6KB2,ATF2,YWHAG,CREBBP	
Eicosanoid Signaling	-0E00	NaN	4.41E-02	GGT1,PNPLA8,PTGIR	
Endometrial Cancer Signaling	-0E00	NaN	6.67E-02	CTNNA1,PIK3C2A,FRS2,MAP2K1,ELK1	
Endothelin-1 Signaling	-0E00	NaN	4.90E-02	PIK3C2A,PLCB2,SHE,FRS2,PLD2,PDIA3,PNPLA8,MAPK8,CASP2,SHC1	
Ephrin A Signaling	-0E00	NaN	3.23E-02	PIK3C2A,FRS2	
Ephrin B Signaling	-0E00	NaN	1.39E-02	GNB1,	
Ephrin Receptor Signaling	-0E00	NaN	6.67E-02	SH2D3C,ATF2,CRKL,ITGA2,GNB1,CREBBP,RASA1,RAPGEF1,MAP2K1,WASL,NCK1,SHC1	
ErbB Signaling	-0E00	NaN	6.42E-02	PIK3C2A,FRS2,MAPK8,MAP2K1,NCK1,ELK1,SHC1	
ErbB2-ErbB3 Signaling	-0E00	NaN	6.25E-02	PIK3C2A,FRS2,MAP2K1,ELK1,SHC1	
ErbB4 Signaling	-0E00	NaN	6.02E-02	PIK3C2A,FRS2,MAP2K1,SHC1,APH1A	
Estrogen Biosynthesis	-0E00	NaN	2.44E-02	HSD17B13,	
Estrogen-mediated S-phase Entry	-0E00	NaN	3.85E-02	SKP2,	
Ethanol Degradation II	-0E00	NaN	5.88E-02	ALDH3B1,ALDH2	
FXR/RXR Activation	-0E00	NaN	5.56E-02	SREBF1,C3,SERPINF2,RXRA,CREBBP,MAPK8,CYP27A1	
Factors Promoting Cardiogenesis in Vertebrates	-0E00	NaN	6.45E-02	MAP3K7,ATF2,TGFB1,SMAD5,SMAD1,SMAD2	
Fc Epsilon RI Signaling	-0E00	NaN	4.62E-02	INPP5D,PIK3C2A,FRS2,INPPL1,MAPK8,MAP2K1	
FcγRIIB Signaling in B Lymphocytes	-0E00	NaN	6.67E-02	CACNA2D4,INPP5D,PIK3C2A,FRS2,MAPK8,SHC1	
G Beta Gamma Signaling	-0E00	NaN	4.92E-02	CACNA2D4,GNB1,PRKACA,PRKACB,SHC1,PRKAR2A	
G-Protein Coupled Receptor Signaling	-0E00	NaN	5.59E-02	FICD,ATF2,NFKB1,PIK3C2A,PLCB2,MAP2K1,PRKACB,NFKB2,FRS2,CREBBP,RASA1,PDE6B,PRKACA,PTGIR,SHC1,PRKAR2A	
GABA Receptor Signaling	-0E00	NaN	2.11E-02	CACNA2D4,NSF	
GADD45 Signaling	-0E00	NaN	5.26E-02	PCNA,	
GM-CSF Signaling	-0E00	NaN	5.95E-02	PIK3C2A,FRS2,MAP2K1,ELK1,SHC1	
GP6 Signaling Pathway	-0E00	NaN	3.70E-02	COL6A6,GP6,PIK3C2A,TLN1,FRS2	
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	-0E00	NaN	5.36E-02	CACNA2D4,PLCB2,PDIA3,PRKACA,PRKACB,PRKAR2A	
Gap Junction Signaling	-0E00	NaN	6.64E-02	PIK3C2A,PLCB2,TJP2,ACTA2,MAP2K1,PRKACB,ACTG1,ACTB,FRS2,CSNK1G3,PDIA3,PRKACA,CSNK1G1,PRKAR2A	
Glioblastoma Multiforme Signaling	-0E00	NaN	3.89E-02	PIK3C2A,PLCB2,FRS2,TSC2,PDIA3,MAP2K1,SHC1	
Glioma Invasiveness Signaling	-0E00	NaN	3.33E-02	PIK3C2A,ITGAV,FRS2	
Glioma Signaling	-0E00	NaN	4.00E-02	PIK3C2A,FRS2,IDH3G,MAP2K1,SHC1	
Glutamate Receptor Signaling	-0E00	NaN	5.26E-02	HOMER2,GNB1,GLS	
Glutathione Redox Reactions I	-0E00	NaN	4.17E-02	GPX2,	
Graft-versus-Host Disease Signaling	-0E00	NaN	4.17E-02	KIR2DL1/KIR2DL3,CD80	
Granulocyte Adhesion and Diapedesis	-0E00	NaN	3.91E-02	CCL3,TNFRSF1B,ITGA2,MSN,ITGB2,RDX,MMP14	
Growth Hormone Signaling	-0E00	NaN	5.81E-02	RPS6KB2,PIK3C2A,SOCS4,FRS2,ELK1	
Gαi Signaling	-0E00	NaN	4.00E-02	GNB1,PRKACA,PRKACB,SHC1,PRKAR2A	
Gαq Signaling	-0E00	NaN	6.36E-02	NFKB2,NFKB1,PIK3C2A,PLCB2,GYS1,CSK,FRS2,PLD2,GNB1,MAP2K1,ELK1	
HER-2 Signaling in Breast Cancer	-0E00	NaN	4.04E-02	PIK3C2A,FRS2,TSC2,ITGB2	
HMGB1 Signaling	-0E00	NaN	6.63E-02	NFKB2,AGER,NFKB1,PIK3C2A,TGFB1,TNFRSF1B,FRS2,TNFSF9,TNFSF8,MAPK8,MAP2K1,ELK1	
Heparan Sulfate Biosynthesis	-0E00	NaN	1.20E-02	CHST2,	
Heparan Sulfate Biosynthesis (Late Stages)	-0E00	NaN	1.32E-02	CHST2,	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	-0E00	NaN	4.84E-02	NFKB2,COL6A6,NFKB1,TGFB1,CD14,TNFRSF1B,SMAD2,ACTA2,MYH9	
Human Embryonic Stem Cell Pluripotency	-0E00	NaN	4.08E-02	PIK3C2A,TGFB1,SMAD5,SMAD1,SMAD2,FRS2	
IL-12 Signaling and Production in Macrophages	-0E00	NaN	6.76E-02	NFKB2,NFKB1,PIK3C2A,TGFB1,FRS2,EP300,RXRA,MAPK8,MAP2K1,IL23R	
IL-7 Signaling Pathway	-0E00	NaN	5.38E-02	PIK3C2A,FRS2,JAK1,SHC1,IL2RG	
IL-8 Signaling	-0E00	NaN	5.58E-02	NFKB1,PIK3C2A,ITGAV,PLCB2,FRS2,PLD2,RAB11FIP2,GNB1,ITGB2,MAPK8,MAP2K1,EIF4EBP1	
Inhibition of Matrix Metalloproteases	-0E00	NaN	2.56E-02	MMP14,	
Iron homeostasis signaling pathway	-0E00	NaN	5.11E-02	SMAD5,SMAD1,SMAD2,SKP2,STEAP3,JAK1,NUBP1	
LPS/IL-1 Mediated Inhibition of RXR Function	-0E00	NaN	4.46E-02	CHST2,MAP3K7,FMO5,SREBF1,CD14,TNFRSF1B,ALDH3B1,ALDH2,RXRA,MAPK8	
LXR/RXR Activation	-0E00	NaN	6.61E-02	NFKB2,NFKB1,SREBF1,C3,CD14,TNFRSF1B,SERPINF2,RXRA	
Macropinocytosis Signaling	-0E00	NaN	6.52E-02	PIK3C2A,CD14,FRS2,ITGB2,ACTN4,ARF6	
Maturity Onset Diabetes of Young (MODY) Signaling	-0E00	NaN	4.76E-02	INSR,	
Melanoma Signaling	-0E00	NaN	4.55E-02	PIK3C2A,FRS2,MAP2K1	
Methylglyoxal Degradation III	-0E00	NaN	5.26E-02	ZADH2,	
Myc Mediated Apoptosis Signaling	-0E00	NaN	6.25E-02	PIK3C2A,YWHAG,FRS2,MAPK8,SHC1	
Neuregulin Signaling	-0E00	NaN	6.25E-02	RPS6KB2,CRKL,ITGA2,MAP2K1,ELK1,SHC1	
Neuroinflammation Signaling Pathway	-0E00	NaN	5.11E-02	AGER,CCL3,ATF2,NFKB1,PIK3C2A,TGFB1,JAK1,APP,APH1A,NFKB2,NLRP3,FRS2,CD80,CREBBP,MAPK8,GLS	
Neuroprotective Role of THOP1 in Alzheimer's Disease	-0E00	NaN	4.17E-02	APP,PRSS12,PRKACA,PRKACB,PRKAR2A	
Nicotine Degradation II	-0E00	NaN	1.54E-02	FMO5,	
Nitric Oxide Signaling in the Cardiovascular System	-0E00	NaN	5.22E-02	PIK3C2A,FRS2,MAP2K1,PRKACA,PRKACB,PRKAR2A	
Non-Small Cell Lung Cancer Signaling	-0E00	NaN	4.55E-02	PIK3C2A,FRS2,RXRA,MAP2K1	
Noradrenaline and Adrenaline Degradation	-0E00	NaN	5.41E-02	ALDH3B1,ALDH2	
Nur77 Signaling in T Lymphocytes	-0E00	NaN	5.08E-02	EP300,CD80,RXRA	
OX40 Signaling Pathway	-0E00	NaN	4.44E-02	NFKB2,NFKB1,MAPK8,HLA-DQB2	
Opioid Signaling Pathway	-0E00	NaN	5.60E-02	RPS6KB2,ATF2,NFKB1,CACNA2D4,EP300,GNB1,MAP2K1,PRKACB,ELK1,NFKB2,PLD2,CREBBP,PRKACA,PRKAR2A	
Osteoarthritis Pathway	-0E00	NaN	6.60E-02	CTNNA1,AGER,ATF2,NFKB1,TGFB1,TNFRSF1B,SMAD2,ITGA2,NFKB2,SMAD5,ADAMTS5,SMAD1,CREBBP,CASP2	
Ovarian Cancer Signaling	-0E00	NaN	4.52E-02	RPS6KB2,PIK3C2A,FRS2,MAP2K1,PRKACA,PRKACB,PRKAR2A	
PCP pathway	-0E00	NaN	4.92E-02	ATF2,MAPK8,DVL3	
PEDF Signaling	-0E00	NaN	6.12E-02	NFKB2,NFKB1,PIK3C2A,FRS2,ZEB1,ELK1	
PKCθ Signaling in T Lymphocytes	-0E00	NaN	5.29E-02	POU2F1,NFKB2,MAP3K7,NFKB1,CACNA2D4,PIK3C2A,FRS2,CD80,MAPK8	
Parkinson's Signaling	-0E00	NaN	6.25E-02	MAPK8,	
Phagosome Formation	-0E00	NaN	4.29E-02	PIK3C2A,PLCB2,FRS2,ITGA2,PDIA3,ITGB2	
Phospholipase C Signaling	-0E00	NaN	6.23E-02	ARHGEF11,ATF2,NFKB1,PLCB2,ITGA2,EP300,GNB1,MAP2K1,HDAC7,NFKB2,ARHGEF5,ARHGEF2,ARHGEF1,PLD2,CREBBP,SHC1	
Phospholipases	-0E00	NaN	6.15E-02	PLCB2,PLD2,PDIA3,PNPLA8	
Primary Immunodeficiency Signaling	-0E00	NaN	4.00E-02	RFXAP,IL2RG	
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	-0E00	NaN	6.37E-02	MAP3K7,PPP1CC,NFKB1,PIK3C2A,TNFRSF1B,JAK1,PPP2R3B,PPP2R3A,MAP2K1,NFKB2,FRS2,CREBBP,MAPK8	
Retinoate Biosynthesis I	-0E00	NaN	2.94E-02	RDH14,	
Retinoic acid Mediated Apoptosis Signaling	-0E00	NaN	3.33E-02	RXRA,CRABP2	
Retinol Biosynthesis	-0E00	NaN	2.38E-02	RDH14,	
Role of Cytokines in Mediating Communication between Immune Cells	-0E00	NaN	1.85E-02	TGFB1,	
Role of Hypercytokinemia/hyperchemokinemia in the Pathogenesis of Influenza	-0E00	NaN	2.33E-02	CCL3,	
Role of JAK1 and JAK3 in γc Cytokine Signaling	-0E00	NaN	6.17E-02	PIK3C2A,FRS2,JAK1,SHC1,IL2RG	
Role of MAPK Signaling in the Pathogenesis of Influenza	-0E00	NaN	4.88E-02	ATF2,PNPLA8,MAPK8,MAP2K1	
Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	-0E00	NaN	3.67E-02	MAP3K7,ATF2,NFKB1,PIK3C2A,TGFB1,TNFRSF1B,PLCB2,FRS2,CREBBP,PDIA3,MAP2K1,CEBPZ	
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	-0E00	NaN	5.26E-02	PIK3C2A,SMAD5,SMAD1,FRS2,JAK1,MAP2K1,SHC1	
Role of NFAT in Regulation of the Immune Response	-0E00	NaN	5.61E-02	NFKB2,ATF2,NFKB1,PIK3C2A,PLCB2,FRS2,CSNK1G3,GNB1,CD80,MAP2K1,CSNK1G1	
Role of Oct4 in Mammalian Embryonic Stem Cell Pluripotency	-0E00	NaN	4.35E-02	PHB,BMI1	
Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	-0E00	NaN	5.93E-02	MAP3K7,NFKB1,PIK3C2A,CTSK,TGFB1,TNFRSF1B,ITGA2,SMAD5,ADAMTS5,SMAD1,FRS2,MAPK8,SMURF1,MMP14	
Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	-0E00	NaN	6.51E-02	NFKB2,NFKB1,PIK3C2A,TGFB1,C3,NOD2,NLRP3,FRS2,TNFSF9,TNFSF8,MAPK8	
Role of Tissue Factor in Cancer	-0E00	NaN	3.70E-02	PIK3C2A,ITGAV,FRS2,EIF4E,P4HB	
Role of Wnt/GSK-3β Signaling in the Pathogenesis of Influenza	-0E00	NaN	3.85E-02	CSNK1G3,CSNK1G1,DVL3	
Role of p14/p19ARF in Tumor Suppression	-0E00	NaN	4.44E-02	PIK3C2A,FRS2	
SPINK1 General Cancer Pathway	-0E00	NaN	5.88E-02	MT1E,PIK3C2A,FRS2,JAK1,MAP2K1	
SPINK1 Pancreatic Cancer Pathway	-0E00	NaN	5.00E-02	TGFB1,SMAD2,CTSA	
STAT3 Pathway	-0E00	NaN	6.67E-02	NDUFA13,PIAS3,TGFB1,SOCS4,PTPN2,INSR,MAPK8,MAP2K1,IL2RG	
Semaphorin Signaling in Neurons	-0E00	NaN	1.67E-02	CRMP1,	
Serotonin Degradation	-0E00	NaN	2.70E-02	ALDH3B1,ALDH2	
Serotonin Receptor Signaling	-0E00	NaN	2.33E-02	PTS,	
Sperm Motility	-0E00	NaN	6.67E-02	TWF1,PLCB2,INSR,JAK1,MAP2K1,PRKACB,PEAK1,SLC12A2,MERTK,CSK,DYRK4,PDIA3,PNPLA8,PRKACA,PRKAR2A	
Sphingosine-1-phosphate Signaling	-0E00	NaN	4.48E-02	SMPD2,PIK3C2A,PLCB2,FRS2,PDIA3,CASP2	
Superpathway of Citrulline Metabolism	-0E00	NaN	6.67E-02	GLS,	
Synaptic Long Term Depression	-0E00	NaN	3.70E-02	CACNA2D4,PLCB2,PDIA3,PPP2R3B,PPP2R3A,PNPLA8,MAP2K1	
Synaptogenesis Signaling Pathway	-0E00	NaN	5.81E-02	RPS6KB2,ATF2,PIK3C2A,TLN1,CRKL,SHE,NSF,WASL,PRKACB,NECTIN3,SGTA,VTI1A,FRS2,CREBBP,RAPGEF1,PRKACA,EIF4EBP1,SHC1,PRKAR2A	
Systemic Lupus Erythematosus Signaling	-0E00	NaN	4.60E-02	SNRPG,INPP5D,PIK3C2A,FRS2,PRPF38A,LSM8,LSM7,CD80,SNRNP27,SNRNP48,LSM3	
T Cell Exhaustion Signaling Pathway	-0E00	NaN	5.26E-02	PIK3C2A,TGFB1,SMAD2,FRS2,CD80,JAK1,PPP2R3B,PPP2R3A,MAPK8,HLA-DQB2	
TREM1 Signaling	-0E00	NaN	6.67E-02	NFKB2,CCL3,NFKB1,NOD2,NLRP3	
TWEAK Signaling	-0E00	NaN	5.71E-02	NFKB2,NFKB1	
Tec Kinase Signaling	-0E00	NaN	6.11E-02	NFKB2,NFKB1,PIK3C2A,ACTG1,ACTB,FRS2,ITGA2,GNB1,JAK1,ACTA2,MAPK8	
Th1 and Th2 Activation Pathway	-0E00	NaN	6.42E-02	NFKB1,PIK3C2A,TGFB1,FRS2,CD80,JAK1,ITGB2,KLRC1,NOTCH2,APH1A,IL2RG,HLA-DQB2	
Th17 Activation Pathway	-0E00	NaN	5.49E-02	NFKB2,NFKB1,JAK1,RORC,IL23R	
The Visual Cycle	-0E00	NaN	5.00E-02	RDH14,	
Thrombin Signaling	-0E00	NaN	6.73E-02	ARHGEF11,NFKB1,PIK3C2A,PLCB2,GNB1,MAP2K1,F2RL3,ELK1,NFKB2,ARHGEF5,ARHGEF2,FRS2,ARHGEF1,PDIA3,SHC1	
Thrombopoietin Signaling	-0E00	NaN	5.33E-02	PIK3C2A,FRS2,MAP2K1,SHC1	
Thyroid Cancer Signaling	-0E00	NaN	5.88E-02	RXRA,MAP2K1,SHC1	
Transcriptional Regulatory Network in Embryonic Stem Cells	-0E00	NaN	3.70E-02	HIST1H4K,HIST1H4J	
Triacylglycerol Biosynthesis	-0E00	NaN	6.25E-02	CRLS1,LPCAT3,LIPT2	
UVA-Induced MAPK Signaling	-0E00	NaN	6.14E-02	RPS6KB2,SMPD2,PIK3C2A,PLCB2,FRS2,PDIA3,MAPK8	
UVC-Induced MAPK Signaling	-0E00	NaN	5.77E-02	SMPD2,MAPK8,MAP2K1	
Ubiquinol-10 Biosynthesis (Eukaryotic)	-0E00	NaN	5.56E-02	ECHDC1,	
VDR/RXR Activation	-0E00	NaN	5.13E-02	CD14,YY1,EP300,RXRA	
VEGF Family Ligand-Receptor Interactions	-0E00	NaN	4.04E-02	PIK3C2A,FRS2,MAP2K1,SHC1	
Wnt/β-catenin Signaling	-0E00	NaN	5.78E-02	MAP3K7,APPL1,TGFB1,EP300,CSNK1G3,CREBBP,PPP2R3B,PPP2R3A,CSNK1G1,DVL3	
Xenobiotic Metabolism Signaling	-0E00	NaN	5.94E-02	CHST2,MAP3K7,NFKB1,PIK3C2A,EP300,PPP2R3B,PPP2R3A,MAP2K1,NFKB2,FMO5,ANKRA2,FRS2,ALDH3B1,ALDH2,RXRA,CREBBP,MAPK8,KEAP1	
cAMP-mediated signaling	-0E00	NaN	4.41E-02	FICD,ATF2,AKAP13,CREBBP,PDE6B,MAP2K1,PRKACA,PRKACB,PTGIR,PRKAR2A	
eNOS Signaling	-0E00	NaN	6.32E-02	LPAR6,HSPA4,HSPA1A/HSPA1B,PIK3C2A,HSPA5,FRS2,PRKACA,PRKACB,CHRNG,NOSIP,PRKAR2A	
fMLP Signaling in Neutrophils	-0E00	NaN	6.06E-02	NFKB2,NFKB1,PIK3C2A,PLCB2,FRS2,GNB1,MAP2K1,ELK1	
nNOS Signaling in Neurons	-0E00	NaN	4.26E-02	CAPNS1,CAPN7	
nNOS Signaling in Skeletal Muscle Cells	-0E00	NaN	2.44E-02	CACNA2D4,	
tRNA Splicing	-0E00	NaN	4.76E-02	FICD,PDE6B	
α-Adrenergic Signaling	-0E00	NaN	6.32E-02	GYS1,GNB1,MAP2K1,PRKACA,PRKACB,PRKAR2A	
Colanic Acid Building Blocks Biosynthesis	2.03E-01	NaN	7.14E-02	GALE,	
DNA Double-Strand Break Repair by Non-Homologous End Joining	2.03E-01	NaN	7.14E-02	XRCC1,	
Phenylalanine Degradation IV (Mammalian, via Side Chain)	2.03E-01	NaN	7.14E-02	ALDH2,	
Bile Acid Biosynthesis, Neutral Pathway	2.22E-01	NaN	7.69E-02	CYP27A1,	
Cholesterol Biosynthesis I	2.22E-01	NaN	7.69E-02	DHCR7,	
Cholesterol Biosynthesis II (via 24,25-dihydrolanosterol)	2.22E-01	NaN	7.69E-02	DHCR7,	
Cholesterol Biosynthesis III (via Desmosterol)	2.22E-01	NaN	7.69E-02	DHCR7,	
Mevalonate Pathway I	2.22E-01	NaN	7.69E-02	HADHA,	
NAD Phosphorylation and Dephosphorylation	2.22E-01	NaN	7.69E-02	ACP4,	
Stearate Biosynthesis I (Animals)	2.34E-01	NaN	6.82E-02	ZADH2,LIPT2,GNPAT	
Acyl-CoA Hydrolysis	2.44E-01	NaN	8.33E-02	GNPAT,	
GPCR-Mediated Integration of Enteroendocrine Signaling Exemplified by an L Cell	2.52E-01	NaN	6.85E-02	PLCB2,PDIA3,PRKACA,PRKACB,PRKAR2A	
Phosphatidylglycerol Biosynthesis II (Non-plastidic)	2.54E-01	NaN	7.41E-02	CRLS1,LPCAT3	
Role of CHK Proteins in Cell Cycle Checkpoint Control	2.61E-01	NaN	7.02E-02	RFC5,PPP2R3B,PPP2R3A,PCNA	
Neuropathic Pain Signaling In Dorsal Horn Neurons	2.63E-01	NaN	6.84E-02	PIK3C2A,PLCB2,FRS2,PDIA3,PRKACA,PRKACB,ELK1,PRKAR2A	
Purine Nucleotides De Novo Biosynthesis II	2.68E-01	NaN	9.09E-02	ADSL,	
Cellular Effects of Sildenafil (Viagra)	2.7E-01	NaN	6.87E-02	ACTG1,PLCB2,ACTB,PDIA3,ACTA2,PRKACA,PRKACB,PRKAR2A,MYH9	
